report_status,id,name,latitude,longitude,routing_lat,routing_lon,category,operating_hours,phone,mobile,house_number,street_name,postal_code,admin2,admin3,admin4,admin5,closed_from
new,KVA0A0L11420XV2LNWUPPGO2602PA,Nasi Pot Xiang Xiang,-6.104091667,106.7413533,-6.10406877360292,106.741175129649,Casual Dining,,,,37,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,KVA0A0T11120IQ6LGB4PVGJ2602PA,Maia,-6.093120376,106.7502701,-6.09303543603077,106.750293265446,Hotel,"Monday-Sunday, 00:00-23:59",,62213920163,,Jalan The Golf Island Boulevard,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,LVA0A0U11M20HWPL8VHP3GL2602PA,Muncul,-6.1034168,106.7417529,-6.10342906611668,106.741878627696,Business Service,,,,3,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,MVA0A0611C20TOOLKK1PSGD2602PA,M.sukmadi,-6.1034306,106.7417401,-6.1034439730112,106.741877173365,Business Service,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,NVA0A0611U20BC2LDIPP1GM2602PA,Toko Daging Cia,-6.120139349,106.7288513,-6.1201526510628,106.728833785617,Butcher,,,,,Jalan Kayu Besar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
new,NVA0A0T11520OTILHDDPSGH2602PA,Erigo,-6.089293333,106.7422367,-6.0894957828657,106.742114587383,Clothing and Accessories,,,,2,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,OVA0A0O11H20XWXLHKHPDGX2602PA,Toko Mitra Jaya,-6.1029447,106.7415657,-6.10291358722137,106.741323561418,Convenience Store,,,,,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,QVA0A0111W20HH0L5YKPLGN2602PA,Naja,-6.1026766,106.741729,-6.10258982534513,106.741747356177,Business Service,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,QVA0A0K11V20II2LXHLPWGK2602PA,Swisse,-6.089970819,106.7450683,-6.08992579306694,106.745111346771,Bakery and Baked Goods Store,,,,181,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,QVA0A0Z11Z20Z0SLPYBPZGS2602PA,Uno Chicken,-6.112026393,106.7441591,-6.1119742107349,106.744152366805,Fast Food,,,,F/27,Jalan Marina Indah,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,RVA0A0211A20CYBLFMIPLGW2602PA,Yc Diesel,-6.088103098,106.738771,-6.08783520409836,106.738994244918,Business Service,,,,,Jalan Rukan Amsterdam,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,RVA0A0311Z20LOSLOV4PZGH2602PA,Warung Sukron,-6.119261725,106.7290913,-6.119181764819,106.729167928507,Convenience Store,,,,,Jalan Kapuk Kamal Raya,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
new,RVA0A0I11P20J6ELSAUPIGE2602PA,Toko Den Bagus Jaya,-6.119506086,106.7293411,-6.11943137697752,106.729418921898,Convenience Store,,,,,Jalan Kapuk Kamal Raya,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
new,RVA0A0J11U20BGALDMVP0GU2602PA,Yi Pin Xian Baozi,-6.102683333,106.7413833,-6.10267952153985,106.741353636897,Business Service,,,,,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,SVA0A0E11220TTZLYO1PNGD2602PA,Toko Kerajaan Tiga,-6.1027126,106.7415542,-6.10255597415929,106.741587332389,Coffee Shop,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,SVA0A0L11620QNMLWWWPHGR2602PA,Ease Education,-6.111488042,106.7463357,-6.11134576141012,106.746318188543,Training and Development,,,,G/73,Jalan Ebony Golf Raya,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,SVA0A0Y11120NLBL4EWPVGV2602PA,Surabaya Heritage Makanan Khas Surabaya,-6.112373855,106.7440579,-6.11243830893414,106.744060585581,Casual Dining,,,,F/33,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,TVA0A0511620U7KL8QYP0GN2602PA,Jeffry Su,-6.093508756,106.7490093,-6.09347394906726,106.748926102941,Business Service,,,,,Jalan Sonata Lagoon 3,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,UVA0A0111D20IDPLFBQP1GH2602PA,Pur Levis,-6.120648333,106.728965,-6.1206039525002,106.728932824138,Restaurant,,,,,Jalan Kayu Besar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
new,UVA0A0911Q20X8XLJXZPAGZ2602PA,Akihabara Coffee,-6.112857918,106.7524056,-6.11286852195082,106.752288956541,Coffee Shop,,,,,Jalan Pantai Indah Kapuk,14460,DKI Jakarta,Jakarta Utara,Penjaringan,Kapuk Muara,
new,UVA0A0A11Q20A2OLMGOPUGV2602PA,Ananda Jaya,-6.103303,106.7417465,-6.10331695757219,106.741889565115,Butcher,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,UVA0A0E11F20A0ML5CZPMGE2602PA,Clarins,-6.108413748,106.7404048,-6.10833987924865,106.740234580703,Hair and Beauty,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,UVA0A0N11320X8PL7YFP9GY2602PA,Heryanto Cuanx Shop,-6.1035075,106.7416939,-6.10360039756098,106.741683578049,Specialty Store,,,,,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,VVA0A0F11D20E6PLQL9P6GK2602PA,Warung Nasi Mama Nur,-6.121740687,106.729949,-6.12175584593563,106.72992436673,Restaurant,,,,,Jalan Kayu Besar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
new,WVA0A0D11W20A71LHB9PRGB2602PA,Robin Fresh & Frozen Seafood,-6.1034349,106.7417453,-6.10344772993518,106.741876806836,Food-Beverage Specialty Store,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,WVA0A0G11020UIBLXKRPKGB2602PA,Euere,-6.111275269,106.7373083,-6.11129984415401,106.737350350819,Business Service,,,,16,Jalan Boulevard,11730,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,WVA0A0Z11P20CK6L5L3PWGT2602PA,Hello Food,-6.103103333,106.74154,-6.10307289231357,106.741303092049,Restaurant,,,,,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,XVA0A0Q11020W4OLFSOPUGI2602PA,Toko Happy Baby,-6.102623333,106.7414433,-6.10261648518621,106.741361126234,Children's Apparel,,,,,Jalan Mangga Dua Dalam,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,YVA0A0611N20FFLLGQHPQGB2602PA,Kedai Bude Nur,-6.12003411,106.7277479,-6.1199860438069,106.727718642317,Restaurant,,,,,Jalan Kayu Besar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
new,YVA0A0M11H20D0CLUX7PXGJ2602PA,Bangun Bersama,-6.102983475,106.7418391,-6.10299149621391,106.741921317443,Business Service,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
new,ZVA0A0T11620NQGL1NPPTGJ2602PA,Warung Penyetan,-6.120648333,106.728965,-6.1206039525002,106.728932824138,Restaurant,,,,,Jalan Kayu Besar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
update,360qqgvm-67012b80f634f60d77e8be7ec097ab77,Acwahana Pik Pantai Indah Kapuk,-6.093206349,106.7430274,-6.09323402168646,106.743075451797,Specialty Store,"Monday-Saturday, 08:30-17:30",+628998636699,,25,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-2876c5800952da80ab4ed178cfea4d51,Ahwa Pik Signature,-6.0886671,106.7388578,-6.08873,106.73867,Casual Dining,,,,,Jalan Simpang Empat,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-234d463b5f23d20721d990c1b4499ab7,Ai-Ka Batavia Pik,-6.092684056,106.7399074,-6.09264060913698,106.739797678261,Restaurant,"Monday-Sunday, 09:00-23:00",+6285729688888,,A/71,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-9ce8593ef776532860bdb73bea79d3b8,Alfamart Golf Island Blok C,-6.090128333,106.7437133,-6.09015981838835,106.743687252997,Convenience Store,,,,70,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-d75a9f7b9d9accf9c3fb126ed70955ae,Alfamart Golf Island Rgih,-6.093645882,106.7495699,-6.09353767117039,106.749597196425,Convenience Store,"Monday-Sunday, 07:00-22:00",,1500959,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360jx7ps-9a8ea9b746f801d4f57719e09a7435a0,Alim,-6.1033378,106.7417695,-6.10334920671774,106.741886418857,Business Service,,,,3,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-fbe3268a575f017ec26a67d2ee13ed70,Allyson Jewellery,-6.095187811,106.7388816,-6.09526620761539,106.738999194923,Jeweler,"Monday-Sunday, 10:00-20:00",+628179126828,,,Jalan Concerto Beach Boulevard Pantai,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-004e62d14ddf82a8853b1d743016ffdf,Ando & Yun Pik,-6.092742676,106.7468887,-6.09263972149831,106.746923338898,Hair and Beauty,"Monday-Sunday, 10:00-21:00",+622150233511,,35,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvj-989b05199df23011210f4bf77b9b09ae,Apotek Berkat Pik,-6.112154,106.7452057,-6.11224591724138,106.745225806897,Pharmacy,"Monday-Sunday, 08:00-22:00",+622156983318,,G/2122,Jalan Marina Raya 2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-890052df8e70edeba3d2eca54bf189c7,Asan 333,-6.090093333,106.7433317,-6.09019845520932,106.743264538588,Casual Dining,"Monday-Sunday, 09:00-21:00",+6289508358068,,,Jalan Pantai Indah Kapuk Kamal,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvh-4a424966802f4eb8b36fc34abf69068b,Azko Pik Avenue,-6.1100014,106.7405053,-6.11006056923077,106.740465853846,Home Improvement-Hardware Store,,,,,Jalan Marina Raya,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-4035d5cbecc912645de7c79e95a22af9,Bailli Money Changer,-6.090877854,106.7407724,-6.09091471414498,106.740879629513,Consumer Services,"Wednesday-Wednesday, 10:00-19:30; Thursday-Thursday, 10:00-21:00; Saturday-Saturday, 10:00-20:30; Sunday-Sunday, 10:00-22:00",+6287817119696,,28,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-25c3a69f2d51d83b9f4ba211a859e897,Bake of Art,-6.091011622,106.7461388,-6.09074016277079,106.74638679979,Bakery and Baked Goods Store,,,,,Jalan Melody Golf V No5,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-5f8d8ecfd736cf850072e5bebc5ff052,Bakpau B Delapan Pik 2,-6.090006667,106.7457267,-6.09002,106.74563,Bakery and Baked Goods Store,,,,7,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-edd801031370643c247c47ef41aa6ae1,Bakut Dan Sate Aheng 138,-6.103755551,106.741239,-6.10375256483239,106.741215759826,Restaurant,"Monday-Sunday, 17:00-23:00",+6287882343338,,,Jalan Pantai Indah Kapuk Fresh Market,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-4c0a6036208dcea3c785bc85574e5e40,Ban Ban Tea,-6.090849285,106.7461342,-6.0906598938198,106.746298339023,Restaurant,"Monday-Sunday, 10:00-22:00",,,9,Jalan Melody Golf V No5,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-63d85fddc3afacf5684c2074a72473e7,Bao Face East Coast,-6.092028714,106.7470835,-6.09200863487629,106.747031294278,Casual Dining,,,,1,Jalan Pulau Maju Bersama No11,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvh-d31cf910be4cc9ef852a532d0cd8bc55,Barberia Barber and Shop,-6.109507914,106.7405584,-6.10993323507692,106.740274852615,Barber,"Monday-Sunday, 10:00-22:00",+622122570870,,,Jalan Marina Raya 2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-bcded024993d0f322bb1f0739309a2b3,Beer Temple Pik,-6.104193333,106.741485,-6.10398,106.74156,Wine and Liquor,"Monday-Sunday, 11:00-22:00",+6285172253388,,37,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvj-7ea55c1b06a34677ed95760f26590867,Bening's Clinic Pik,-6.115404427,106.7553852,-6.11538438350769,106.755545547938,Medical Services-Clinics,,+622130010559,,,Jalan Kolonel Sugiono,14460,DKI Jakarta,Jakarta Utara,Penjaringan,Kapuk Muara,
update,360qqgvk-8da406471242d8eab15baa2b1dff6741,Bingxue Indonesia,-6.086694744,106.737207,-6.08700142938031,106.736937488605,Restaurant,"Monday-Sunday, 09:00-22:00",+6282114050725,,,Jalan Ebony Residence 1,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-14f03edd16a49b09f2f0d3039d244cde,Bipang Ambawang Cabang Pik,-6.092611,106.7488751,-6.09269053882353,106.748857424706,Casual Dining,,,,21,Jalan The Golf Island Boulevard,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvh-e4939ab8c509c3dc9d3a9a66d17cd8f7,Blumenfeen Flowers Nails Lash Boutique,-6.109960156,106.7413624,-6.10987327426804,106.741431770685,Florist,,,,C/7,Jalan Town House Cordoba,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-4d2e28314c8d58984c067dc67a8d441c,Bronn Interior Design and Build,-6.090399597,106.7423139,-6.09023862070698,106.742413168714,Interior and Exterior Design,,,,C/15,Jalan Bidara,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvj-707c78c6129cf6253e003e0ad3fad960,Butler's Steak Damai Indah Golf,-6.112584983,106.7458969,-6.1124675836439,106.745922057005,Fine Dining,,,,,Jalan Marina Raya 2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvh-6024da7857864e15b35afa611513b8c0,Byan Sport (Fitness),-6.121823837,106.7298833,-6.12187037697505,106.729926931227,Fitness-Health Club,"Monday-Sunday, 08:00-22:00",,,,Jalan Masjid Nurul Kamal No17528,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
update,360qqgvh-46b8845e02400c01fa3d5301283359c1,BYD Arista PIK,-6.111416145,106.7383057,-6.11142123840168,106.738314481727,Automobile Dealership-New Cars,,,,39,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-78a8e7306ac1a3f7ab2f8324ab92d147,Captain Barbershop Pik Golf Island,-6.094457329,106.7423042,-6.09448619942086,106.742354331584,Barber,,,,17,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-132f50721e7e12c4dbb77373b6d59c7e,Casa Intimates,-6.097561918,106.739934,-6.09762338684795,106.739898537203,Women's Apparel,"Monday-Saturday, 09:00-16:00",+6281388880602,,7,Jalan Bidara,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvh-45b046d1cb9243cbb2fc46188164c82f,Chanba Private Room Grill Pik,-6.111809538,106.738079,-6.11181399431308,106.738086683298,Fine Dining,,,,D/32,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-62ca1c8f06dce9723b5a6936998c192b,Chefs Kitchen Live Seafood Restaurant,-6.093538484,106.7440609,-6.09344072208408,106.743920367246,Casual Dining,,,,58,Jalan Pantai Indah Kapuk No6,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvj-009d487a4e2f1abb52f57c68358eb340,Click House Pik,-6.115043739,106.7553147,-6.11499817917462,106.755461503882,Medical Services-Clinics,"Monday-Sunday, 09:00-21:00",+6281901081999,,,Jalan Kolonel Sugiono,14460,DKI Jakarta,Jakarta Utara,Penjaringan,Kapuk Muara,
update,360qqgvh-c4c468a7d9bfaa007f25778bf9a0d811,Cluster Garden House,-6.10852022693458,106.736923189732,-6.10849014778525,106.736942551024,Residential Area-Building,,,,17,Jalan Garden House,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-e9b6c875010348bebc988b93b44bd923,Coffee Lie,-6.1034988,106.7417292,-6.10360416585366,106.741717492683,Coffee Shop,,,,,Jalan Pantai Indah Kapuk Fresh Market Pik,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-0e7eb6643e4949d6cf5f3c73da9b730b,Cut's Hive Studio Barbershop Pik,-6.088713333,106.7441867,-6.08874832283773,106.744224870732,Barber,,,,122,Jalan Harmony Golf 8,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360jx7ps-1fab63796cfb0c7f264d4460f3aa19c1,D Ajenk Snack,-6.104086667,106.7416983,-6.10399077062483,106.741705403435,Food-Beverage Specialty Store,,,,2,Jalan Pantai Indah Kapuk Boulevard,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-794197c0618d799351e9108b08994a5e,D'Xpert Aesthetic Clinic,-6.09317619,106.7443321,-6.09306964201592,106.744177121114,Hair and Beauty,,,,28,Jalan Pantai Indah Kapuk No6,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvh-a2cf4bad0984782a92663696753d1f49,Dapur Azka,-6.120253117,106.7293389,-6.12026364097311,106.729348128715,Restaurant,,,,,Jalan Masjid Nurul Qomar,11820,DKI Jakarta,Jakarta Barat,Kali Deres,Tegal Alur,
update,360qqgvk-e86c92a27dc324a976c80e4df5ecd8c5,David Black & Coffee (DB&C),-6.104166667,106.7416883,-6.10418750673077,106.741792498654,Coffee Shop,,,,1,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-7fcaf06587a98f191ce6724b41af3e21,David Raja Bakso,-6.1030442,106.7418323,-6.10305230583382,106.741915384797,Food-Beverage Specialty Store,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvj-89d2dfbbd43c1519716c647522b9542d,Dental 21 Pik Klinik Spesialis Memperbaiki Gigi Rusak,-6.111690302,106.7439231,-6.11159078800423,106.743913271457,Dentist-Dental Office,,,,H/39,Jalan Town House Cordoba,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-092e49e197022a2e1b9f0681981ac93c,Dental Care by the Clinic Beautylosophy Pik,-6.087473333,106.7429217,-6.08744698377022,106.742947212746,Hair and Beauty,,,,8,Jalan Pantai Indah Kapuk Rt7rw2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-79a68f1473b034891fc643d313b297dc,DHL Express Service Point (DHL Express - Pantai Indah Kapuk Jakarta),-6.103656012,106.7401635,-6.10367407382232,106.740297960233,Couriers,,,,17,Jalan Garden House,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-0cdefa0495718d2c1da8ec5f0b3161b1,Dong Khoi Cafe Pik2,-6.09285096,106.7499419,-6.09293347184615,106.749919396769,Casual Dining,,,,,Jalan The Golf Island Boulevard,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvj-46fe5104d6953e398a98319579adff63,Dragon Shiatsu & Traditional Massage Pik,-6.11220811,106.74780783,-6.11232609741716,106.747772587005,Wellness Center and Services,,,,E/10,Jalan Marina Raya,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvh-55ae0d3cf3652dbe433df61482979eaf,Dunia Sehat Apotek,-6.11192162,106.74198,-6.11182820708926,106.741859112704,Pharmacy,"Monday-Wednesday, 10:00-05:00; Thursday-Saturday, 10:00-00:00",+622122339773,,52,Jalan Marina Raya 2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-5cd7667765e3272a85c50eeb7868c596,East Coast Pik Golf Island,-6.092028714,106.7470835,-6.09200863487629,106.747031294278,Casual Dining,,,,1,Jalan Pulau Maju Bersama No11,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-e34b5868a4de4aeba271b10066175f38,Ebony Roastery Indonesia,-6.103093333,106.74085,-6.10301507842941,106.740856019582,Coffee Shop,"Monday-Sunday, 07:30-20:00",+62811873811,,,Jalan Pantai Indah Kapuk Boulevard,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvh-f13cf8dd396f5d031164655b6b344edb,Electronic City Pik Avenue,-6.110084723,106.740508,-6.11008745323077,106.740506179846,Major Appliance,,,,,Jalan Marina Raya 2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-0a8c249168093c90a8d3e7545da8de08,English 1 Pantai Indah Kapuk (Pik),-6.093245005,106.7442734,-6.09314377421751,106.744126155225,Language Studies,,,,30,Jalan Pantai Indah Kapuk No6,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-9f7bde992976e89a81a60058380442d8,Esthera Pantai Indah Kapuk 2,-6.087522729,106.7325645,-6.08768270905089,106.732710643938,Hair and Beauty,,,,,Jalan Ebony Beach,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-247fa6ccf107914bc60093caf846e635,Express Fun,-6.094398333,106.73906,-6.09434221567855,106.738959823625,Video Arcade-Game Room,,,,,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-fb4763f284b3155050464871f1cf120d,Exvi Lyn,-6.08640841,106.73686,-6.08670459731088,106.736599714181,Restaurant,"Monday-Sunday, 12:00-04:00",+6281717771515,,,Jalan Ebony Residence 1,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-99f2e45fabcee599894a1f9df2add6ec,Family Jaya Warung Makan Resto,-6.095520689,106.7386376,-6.09555187037834,106.73882468827,Casual Dining,"Monday-Sunday, 00:00-23:59",+6285882268878,,,Jalan Concerto Beach Boulevard Pantai,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-45250e7017f8fa18d8b709c7b1c36ac8,Farmanina Aesthetic Hair Clinic Pik,-6.087375,106.74291,-6.08743,106.7429,Hair and Beauty,,,,8,Jalan Pantai Indah Kapuk Rt7rw2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-f11d7e8d9fdc1d9d7097567ef9bfa18b,Fong Sheng,-6.104030647,106.7402617,-6.10402911144048,106.740250268612,Restaurant,"Monday-Sunday, 06:00-03:00",+628119501668,,17,Jalan Garden House,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-638c562908f5c7f025a16c2f3cd026b3,Fu You - East Coast,-6.092176465,106.7475318,-6.09225189160343,106.747507750938,Casual Dining,,,,23,Jalan The Golf Island Boulevard,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-2d37245b2b06d044932a7acc2b297d39,Fusion Shisha Cafe Pik,-6.095167019,106.73891,-6.09523870546154,106.739017529692,Restaurant,"Monday-Sunday, 00:00-22:00",+6282118111556,,,Jalan Concerto Beach Boulevard Pantai,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-f058ece9ad3ecc0e747813959a93ebf6,Gading Pro - Pik,-6.0924046,106.7471449,-6.0923876249749,106.747151329934,Real Estate Services,,,,,Jalan The Golf Island Boulevard,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-37b3c733e1ad7c74be643a1ea84118a9,Gaise Brunch & Bistro Pik,-6.087996667,106.7434783,-6.08797836733511,106.743496018723,Casual Dining,"Monday/Tuesday/Wednesday/Thursday/Sunday, 08:00-22:00; Friday-Saturday, 08:00-23:00",+6289605975252,,76,Jalan Pantai Indah Kapuk Rt7rw2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-b292acb615a8a27da23839503b865b69,Galleria Pik,-6.085789598,106.736177,-6.08609628026839,106.73590749134,Home Improvement-Hardware Store,"Monday-Saturday, 09:00-17:00; Sunday-Sunday, 10:00-17:00",+628158382999,,,Jalan Ebony Residence 1,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvk-1abbce429af70b81427a6d3153dca2db,Gold Coast Premium Aparthotel Sea View,-6.101772806,106.7395739,-6.10178967574021,106.739594384685,Residential Area-Building,,,,,Jalan Garden House,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-0725daa58c5f4bb36e56c7148c4eac52,Golden Tiger Pik,-6.09279640155671,106.744718574907,-6.09262153413671,106.744586358077,Night Club,,,,12,Jalan The Golf Island Boulevard,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvj-eb3cedb89c24988dd0b9f8f53a4d5621,Golf House the Range Pik,-6.112896677,106.7467591,-6.11275166711633,106.746805239508,Golf Course,,,,,Jalan Marina Raya 2,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
update,360qqgvm-ed32e220ddb5db021ae4f333763b5b3e,Golfellas Super Garage - Pik,-6.092538633,106.7462873,-6.09243720815755,106.746321424246,Sporting Goods Store,,,,53,Jalan Pantai Indah Kapuk,14470,DKI Jakarta,Jakarta Utara,Penjaringan,Kamal Muara,
